week,date,day,home,score,away,xG,xG_1,venue,referee
38,2020-07-19,Sun,Osasuna,2–2,Mallorca,0.9,0.8,Estadio El Sadar,Antonio Matéu Lahoz
38,2020-07-19,Sun,Espanyol,0–0,Celta Vigo,0.4,0.6,RCDE Stadium,Adrián Cordero
1,2020-09-12,Sat,Eibar,0–0,Celta Vigo,0.4,0.6,Estadio Municipal de Ipurúa,Valentín Pizarro
1,2020-09-12,Sat,Granada,2–0,Athletic Club,0.4,0.5,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
1,2020-09-12,Sat,Cádiz,0–2,Osasuna,0.7,0.8,Estadio Ramón de Carranza,Isidro Díaz de Mera
1,2020-09-13,Sun,Alavés,0–1,Betis,1.2,0.4,Estadio de Mendizorroza,Pablo González
1,2020-09-13,Sun,Valladolid,1–1,Real Sociedad,0.8,0.3,Estadio Municipal José Zorrilla,Mario Melero
1,2020-09-13,Sun,Villarreal,1–1,Huesca,2.5,0.6,Estadio de la Cerámica,Daniel Ask
1,2020-09-13,Sun,Valencia,4–2,Levante,1.9,2.0,Estadio de Mestalla,José Sánchez
2,2020-09-19,Sat,Villarreal,2–1,Eibar,2.7,1.5,Estadio de la Cerámica,Jorge Figueroa
2,2020-09-19,Sat,Getafe,1–0,Osasuna,0.6,0.5,Coliseum Alfonso Pérez,Alejandro Hernández
2,2020-09-19,Sat,Celta Vigo,2–1,Valencia,2.0,0.5,Estadio de Balaídos,Jesús Gil
2,2020-09-20,Sun,Huesca,0–2,Cádiz,0.3,1.2,Estadio El Alcoraz,César Soto
2,2020-09-20,Sun,Granada,2–1,Alavés,2.2,0.7,Estadio Nuevo Los Cármenes,Carlos del Cerro
2,2020-09-20,Sun,Betis,2–0,Valladolid,1.6,0.4,Estadio Benito Villamarín,Santiago Jaime
2,2020-09-20,Sun,Real Sociedad,0–0,Real Madrid,0.6,0.9,Estadio Municipal de Anoeta,Juan Martínez
3,2020-09-26,Sat,Alavés,0–0,Getafe,1.3,1.1,Estadio de Mendizorroza,Hsu Jason
3,2020-09-26,Sat,Valencia,1–1,Huesca,0.6,0.9,Estadio de Mestalla,José Luis Munuera
3,2020-09-26,Sat,Elche,0–3,Real Sociedad,1.0,3.1,Estadio Manuel Martínez Valero,Isidro Díaz de Mera
3,2020-09-26,Sat,Betis,2–3,Real Madrid,1.2,3.8,Estadio Benito Villamarín,Ricardo de Burgos
3,2020-09-27,Sun,Osasuna,1–3,Levante,0.7,3.1,Estadio El Sadar,Mario Melero
3,2020-09-27,Sun,Eibar,1–2,Athletic Club,0.6,0.6,Estadio Municipal de Ipurúa,Adrián Cordero
3,2020-09-27,Sun,Atlético Madrid,6–1,Granada,3.3,1.6,Estadio Wanda Metropolitano,Daniel Ask
3,2020-09-27,Sun,Valladolid,1–1,Celta Vigo,1.5,1.3,Estadio Municipal José Zorrilla,José Sánchez
3,2020-09-27,Sun,Cádiz,1–3,Sevilla,1.1,2.4,Estadio Ramón de Carranza,David Medié
3,2020-09-27,Sun,Barcelona,4–0,Villarreal,2.6,0.2,Camp Nou,Guillermo Cuadra
4,2020-09-29,Tue,Real Sociedad,0–1,Valencia,0.5,0.9,Estadio Municipal de Anoeta,Jorge Figueroa
4,2020-09-29,Tue,Getafe,3–0,Betis,0.8,0.4,Coliseum Alfonso Pérez,Juan Martínez
4,2020-09-30,Wed,Villarreal,3–1,Alavés,2.3,1.1,Estadio de la Cerámica,David Medié
4,2020-09-30,Wed,Huesca,0–0,Atlético Madrid,0.9,1.6,Estadio El Alcoraz,Adrián Cordero
4,2020-09-30,Wed,Eibar,0–1,Elche,1.2,0.4,Estadio Municipal de Ipurúa,Santiago Jaime
4,2020-09-30,Wed,Real Madrid,1–0,Valladolid,2.3,0.6,Estadio Alfredo Di Stéfano,César Soto
4,2020-10-01,Thu,Sevilla,1–0,Levante,1.1,0.2,Estadio Ramón Sánchez Pizjuán,Daniel Ask
4,2020-10-01,Thu,Athletic Club,0–1,Cádiz,0.6,0.2,San Mamés,Pablo González
4,2020-10-01,Thu,Celta Vigo,0–3,Barcelona,0.5,0.7,Estadio de Balaídos,Carlos del Cerro
5,2020-10-03,Sat,Valladolid,1–2,Eibar,1.1,1.7,Estadio Municipal José Zorrilla,Isidro Díaz de Mera
5,2020-10-03,Sat,Atlético Madrid,0–0,Villarreal,0.6,0.3,Estadio Wanda Metropolitano,Alejandro Hernández
5,2020-10-03,Sat,Real Sociedad,3–0,Getafe,2.2,0.3,Estadio Municipal de Anoeta,Antonio Matéu Lahoz
5,2020-10-03,Sat,Elche,0–0,Huesca,0.1,1.6,Estadio Manuel Martínez Valero,Mario Melero
5,2020-10-03,Sat,Valencia,0–2,Betis,0.5,2.0,Estadio de Mestalla,Guillermo Cuadra
5,2020-10-04,Sun,Osasuna,2–0,Celta Vigo,1.2,0.5,Estadio El Sadar,Ricardo de Burgos
5,2020-10-04,Sun,Alavés,1–0,Athletic Club,0.6,0.6,Estadio de Mendizorroza,José Sánchez
5,2020-10-04,Sun,Levante,0–2,Real Madrid,0.5,2.2,Estadio Ciudad de Valencia,José Luis Munuera
5,2020-10-04,Sun,Cádiz,1–1,Granada,1.0,0.6,Estadio Ramón de Carranza,Hsu Jason
5,2020-10-04,Sun,Barcelona,1–1,Sevilla,1.0,1.5,Camp Nou,Jesús Gil
6,2020-10-17,Sat,Granada,1–0,Sevilla,1.3,0.6,Estadio Nuevo Los Cármenes,Pablo González
6,2020-10-17,Sat,Celta Vigo,0–2,Atlético Madrid,1.9,1.4,Estadio de Balaídos,Juan Martínez
6,2020-10-17,Sat,Real Madrid,0–1,Cádiz,1.0,1.6,Estadio Alfredo Di Stéfano,Santiago Jaime
6,2020-10-17,Sat,Getafe,1–0,Barcelona,1.6,0.7,Coliseum Alfonso Pérez,César Soto
6,2020-10-18,Sun,Eibar,0–0,Osasuna,0.3,1.0,Estadio Municipal de Ipurúa,David Medié
6,2020-10-18,Sun,Athletic Club,2–0,Levante,2.3,0.3,San Mamés,Hsu Jason
6,2020-10-18,Sun,Villarreal,2–1,Valencia,1.5,0.6,Estadio de la Cerámica,Carlos del Cerro
6,2020-10-18,Sun,Huesca,2–2,Valladolid,1.1,1.0,Estadio El Alcoraz,Jorge Figueroa
6,2020-10-18,Sun,Alavés,0–2,Elche,1.7,0.8,Estadio de Mendizorroza,Adrián Cordero
6,2020-10-18,Sun,Betis,0–3,Real Sociedad,0.4,1.7,Estadio Benito Villamarín,Daniel Ask
7,2020-10-23,Fri,Elche,2–1,Valencia,0.1,1.6,Estadio Manuel Martínez Valero,César Soto
7,2020-10-24,Sat,Barcelona,1–3,Real Madrid,1.8,3.0,Camp Nou,Juan Martínez
7,2020-10-24,Sat,Osasuna,1–0,Athletic Club,1.2,0.7,Estadio El Sadar,Guillermo Cuadra
7,2020-10-24,Sat,Sevilla,0–1,Eibar,1.7,0.2,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
7,2020-10-24,Sat,Atlético Madrid,2–0,Betis,1.4,1.1,Estadio Wanda Metropolitano,Antonio Matéu Lahoz
7,2020-10-25,Sun,Valladolid,0–2,Alavés,0.3,2.5,Estadio Municipal José Zorrilla,José Luis Munuera
7,2020-10-25,Sun,Cádiz,0–0,Villarreal,0.2,0.8,Estadio Ramón de Carranza,Ricardo de Burgos
7,2020-10-25,Sun,Getafe,0–1,Granada,0.9,1.1,Coliseum Alfonso Pérez,Jesús Gil
7,2020-10-25,Sun,Real Sociedad,4–1,Huesca,2.5,0.5,Estadio Municipal de Anoeta,Isidro Díaz de Mera
7,2020-10-26,Mon,Levante,1–1,Celta Vigo,1.2,0.8,Estadio Ciudad de Valencia,Mario Melero
8,2020-10-30,Fri,Eibar,0–2,Cádiz,0.5,1.0,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
8,2020-10-31,Sat,Real Madrid,4–1,Huesca,2.3,1.0,Estadio Alfredo Di Stéfano,Pablo González
8,2020-10-31,Sat,Athletic Club,2–1,Sevilla,1.2,1.1,San Mamés,Carlos del Cerro
8,2020-10-31,Sat,Osasuna,1–3,Atlético Madrid,1.1,2.8,Estadio El Sadar,Daniel Ask
8,2020-10-31,Sat,Alavés,1–1,Barcelona,1.2,1.9,Estadio de Mendizorroza,Alejandro Hernández
8,2020-11-01,Sun,Betis,3–1,Elche,3.2,0.7,Estadio Benito Villamarín,David Medié
8,2020-11-01,Sun,Celta Vigo,1–4,Real Sociedad,1.6,2.0,Estadio de Balaídos,Adrián Cordero
8,2020-11-01,Sun,Granada,1–1,Levante,0.2,0.9,Estadio Nuevo Los Cármenes,Santiago Jaime
8,2020-11-01,Sun,Valencia,2–2,Getafe,1.4,2.4,Estadio de Mestalla,Jorge Figueroa
8,2020-11-02,Mon,Villarreal,2–0,Valladolid,1.8,0.7,Estadio de la Cerámica,Hsu Jason
9,2020-11-06,Fri,Elche,1–1,Celta Vigo,1.5,2.1,Estadio Manuel Martínez Valero,Ricardo de Burgos
9,2020-11-07,Sat,Huesca,1–1,Eibar,2.2,0.9,Estadio El Alcoraz,Mario Melero
9,2020-11-07,Sat,Barcelona,5–2,Betis,3.4,1.1,Camp Nou,Guillermo Cuadra
9,2020-11-07,Sat,Sevilla,1–0,Osasuna,1.1,0.7,Estadio Ramón Sánchez Pizjuán,Juan Martínez
9,2020-11-07,Sat,Atlético Madrid,4–0,Cádiz,2.1,0.4,Estadio Wanda Metropolitano,Adrián Cordero
9,2020-11-08,Sun,Getafe,1–3,Villarreal,0.7,2.3,Coliseum Alfonso Pérez,José Luis Munuera
9,2020-11-08,Sun,Real Sociedad,2–0,Granada,3.4,0.8,Estadio Municipal de Anoeta,Carlos del Cerro
9,2020-11-08,Sun,Valladolid,2–1,Athletic Club,2.1,1.7,Estadio Municipal José Zorrilla,César Soto
9,2020-11-08,Sun,Levante,1–1,Alavés,2.1,0.8,Estadio Ciudad de Valencia,Isidro Díaz de Mera
9,2020-11-08,Sun,Valencia,4–1,Real Madrid,2.5,1.3,Estadio de Mestalla,Jesús Gil
10,2020-11-20,Fri,Osasuna,1–1,Huesca,1.0,0.7,Estadio El Sadar,Valentín Pizarro
10,2020-11-21,Sat,Levante,1–1,Elche,0.7,0.6,Estadio Ciudad de Valencia,Jorge Figueroa
10,2020-11-21,Sat,Villarreal,1–1,Real Madrid,1.7,0.6,Estadio de la Cerámica,Alejandro Hernández
10,2020-11-21,Sat,Sevilla,4–2,Celta Vigo,2.6,2.1,Estadio Ramón Sánchez Pizjuán,César Soto
10,2020-11-21,Sat,Atlético Madrid,1–0,Barcelona,0.5,0.9,Estadio Wanda Metropolitano,José Luis Munuera
10,2020-11-22,Sun,Eibar,0–0,Getafe,1.3,0.4,Estadio Municipal de Ipurúa,Pablo González
10,2020-11-22,Sun,Cádiz,0–1,Real Sociedad,0.1,1.2,Estadio Ramón de Carranza,Daniel Ask
10,2020-11-22,Sun,Granada,1–3,Valladolid,1.5,1.3,Estadio Nuevo Los Cármenes,David Medié
10,2020-11-22,Sun,Alavés,2–2,Valencia,1.7,1.9,Estadio de Mendizorroza,Santiago Jaime
10,2020-11-23,Mon,Athletic Club,4–0,Betis,2.5,0.4,San Mamés,Hsu Jason
11,2020-11-27,Fri,Valladolid,1–1,Levante,1.6,1.1,Estadio Municipal José Zorrilla,Valentín Pizarro
11,2020-11-28,Sat,Elche,1–1,Cádiz,0.1,0.5,Estadio Manuel Martínez Valero,Carlos del Cerro
11,2020-11-28,Sat,Valencia,0–1,Atlético Madrid,0.2,0.9,Estadio de Mestalla,Ricardo de Burgos
11,2020-11-28,Sat,Huesca,0–1,Sevilla,0.2,1.8,Estadio El Alcoraz,Guillermo Cuadra
11,2020-11-28,Sat,Real Madrid,1–2,Alavés,1.7,2.2,Estadio Alfredo Di Stéfano,Adrián Cordero
11,2020-11-29,Sun,Barcelona,4–0,Osasuna,3.7,1.5,Camp Nou,Antonio Matéu Lahoz
11,2020-11-29,Sun,Getafe,1–1,Athletic Club,0.5,0.3,Coliseum Alfonso Pérez,Mario Melero
11,2020-11-29,Sun,Celta Vigo,3–1,Granada,4.2,1.6,Estadio de Balaídos,Isidro Díaz de Mera
11,2020-11-29,Sun,Real Sociedad,1–1,Villarreal,1.7,1.2,Estadio Municipal de Anoeta,Jesús Gil
11,2020-11-30,Mon,Betis,0–2,Eibar,0.7,2.9,Estadio Benito Villamarín,Juan Martínez
12,2020-12-04,Fri,Athletic Club,0–2,Celta Vigo,0.5,1.2,San Mamés,Jorge Figueroa
12,2020-12-05,Sat,Levante,3–0,Getafe,2.2,0.5,Estadio Ciudad de Valencia,David Medié
12,2020-12-05,Sat,Sevilla,0–1,Real Madrid,0.7,1.5,Estadio Ramón Sánchez Pizjuán,José Sánchez
12,2020-12-05,Sat,Atlético Madrid,2–0,Valladolid,1.2,0.7,Estadio Wanda Metropolitano,Pablo González
12,2020-12-05,Sat,Cádiz,2–1,Barcelona,2.5,1.5,Estadio Ramón de Carranza,César Soto
12,2020-12-06,Sun,Granada,3–3,Huesca,1.5,1.5,Estadio Nuevo Los Cármenes,Hsu Jason
12,2020-12-06,Sun,Osasuna,0–2,Betis,0.4,1.4,Estadio El Sadar,Alejandro Hernández
12,2020-12-06,Sun,Villarreal,0–0,Elche,0.6,0.1,Estadio de la Cerámica,Santiago Jaime
12,2020-12-06,Sun,Alavés,0–0,Real Sociedad,0.3,1.4,Estadio de Mendizorroza,José Luis Munuera
12,2020-12-07,Mon,Eibar,0–0,Valencia,1.3,0.5,Estadio Municipal de Ipurúa,Daniel Ask
13,2020-12-11,Fri,Valladolid,3–2,Osasuna,2.0,1.9,Estadio Municipal José Zorrilla,Adrián Cordero
13,2020-12-12,Sat,Valencia,2–2,Athletic Club,1.5,1.9,Estadio de Mestalla,Carlos del Cerro
13,2020-12-12,Sat,Getafe,0–1,Sevilla,0.5,0.5,Coliseum Alfonso Pérez,Juan Martínez
13,2020-12-12,Sat,Huesca,1–0,Alavés,0.4,0.2,Estadio El Alcoraz,Mario Melero
13,2020-12-12,Sat,Real Madrid,2–0,Atlético Madrid,0.9,0.7,Estadio Alfredo Di Stéfano,Antonio Matéu Lahoz
13,2020-12-13,Sun,Real Sociedad,1–1,Eibar,1.2,1.7,Estadio Municipal de Anoeta,Isidro Díaz de Mera
13,2020-12-13,Sun,Betis,1–1,Villarreal,0.6,1.2,Estadio Benito Villamarín,Valentín Pizarro
13,2020-12-13,Sun,Elche,0–1,Granada,0.6,1.6,Estadio Manuel Martínez Valero,Pablo González
13,2020-12-13,Sun,Barcelona,1–0,Levante,2.1,1.0,Camp Nou,Ricardo de Burgos
13,2020-12-14,Mon,Celta Vigo,4–0,Cádiz,1.5,0.6,Estadio de Balaídos,Guillermo Cuadra
19,2020-12-15,Tue,Real Madrid,3–1,Athletic Club,2.2,0.8,Estadio Alfredo Di Stéfano,Jesús Gil
19,2020-12-16,Wed,Barcelona,2–1,Real Sociedad,2.5,1.8,Camp Nou,José Sánchez
14,2020-12-18,Fri,Athletic Club,2–0,Huesca,1.4,0.2,San Mamés,Valentín Pizarro
14,2020-12-19,Sat,Atlético Madrid,3–1,Elche,2.2,0.6,Estadio Wanda Metropolitano,Daniel Ask
14,2020-12-19,Sat,Barcelona,2–2,Valencia,2.3,1.6,Camp Nou,Alejandro Hernández
14,2020-12-19,Sat,Osasuna,1–3,Villarreal,1.0,2.3,Estadio El Sadar,Jorge Figueroa
14,2020-12-19,Sat,Levante,2–1,Real Sociedad,1.8,1.8,Estadio Ciudad de Valencia,César Soto
14,2020-12-19,Sat,Sevilla,1–1,Valladolid,1.7,1.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil
14,2020-12-20,Sun,Celta Vigo,2–0,Alavés,1.6,0.7,Estadio de Balaídos,Hsu Jason
14,2020-12-20,Sun,Granada,2–0,Betis,1.4,0.8,Estadio Nuevo Los Cármenes,José Sánchez
14,2020-12-20,Sun,Cádiz,0–2,Getafe,0.4,1.0,Estadio Ramón de Carranza,Santiago Jaime
14,2020-12-20,Sun,Eibar,1–3,Real Madrid,0.7,2.2,Estadio Municipal de Ipurúa,José Luis Munuera
15,2020-12-22,Tue,Valencia,0–1,Sevilla,0.6,1.8,Estadio de Mestalla,Valentín Pizarro
15,2020-12-22,Tue,Elche,2–2,Osasuna,1.2,1.6,Estadio Manuel Martínez Valero,Ricardo de Burgos
15,2020-12-22,Tue,Huesca,1–1,Levante,1.4,0.7,Estadio El Alcoraz,Isidro Díaz de Mera
15,2020-12-22,Tue,Real Sociedad,0–2,Atlético Madrid,0.3,0.5,Estadio Municipal de Anoeta,Guillermo Cuadra
15,2020-12-22,Tue,Valladolid,0–3,Barcelona,0.8,3.0,Estadio Municipal José Zorrilla,Mario Melero
15,2020-12-22,Tue,Villarreal,1–1,Athletic Club,1.4,0.8,Estadio de la Cerámica,David Medié
15,2020-12-23,Wed,Getafe,1–1,Celta Vigo,0.3,0.8,Coliseum Alfonso Pérez,Pablo González
15,2020-12-23,Wed,Real Madrid,2–0,Granada,1.8,0.8,Estadio Alfredo Di Stéfano,Juan Martínez
15,2020-12-23,Wed,Alavés,2–1,Eibar,1.9,1.0,Estadio de Mendizorroza,Carlos del Cerro
15,2020-12-23,Wed,Betis,1–0,Cádiz,0.4,0.3,Estadio Benito Villamarín,Antonio Matéu Lahoz
16,2020-12-29,Tue,Sevilla,2–0,Villarreal,2.2,0.6,Estadio Ramón Sánchez Pizjuán,César Soto
16,2020-12-29,Tue,Barcelona,1–1,Eibar,2.2,0.6,Camp Nou,Hsu Jason
16,2020-12-29,Tue,Cádiz,0–0,Valladolid,0.7,0.5,Estadio Ramón de Carranza,Alejandro Hernández
16,2020-12-29,Tue,Levante,4–3,Betis,1.7,2.8,Estadio Ciudad de Valencia,Daniel Ask
16,2020-12-30,Wed,Granada,2–1,Valencia,2.2,1.5,Estadio Nuevo Los Cármenes,Adrián Cordero
16,2020-12-30,Wed,Celta Vigo,2–1,Huesca,2.3,1.3,Estadio de Balaídos,José Luis Munuera
16,2020-12-30,Wed,Atlético Madrid,1–0,Getafe,1.1,0.8,Estadio Wanda Metropolitano,Antonio Matéu Lahoz
16,2020-12-30,Wed,Elche,1–1,Real Madrid,1.0,1.4,Estadio Manuel Martínez Valero,Jorge Figueroa
16,2020-12-31,Thu,Athletic Club,0–1,Real Sociedad,0.2,1.6,San Mamés,José Sánchez
16,2020-12-31,Thu,Osasuna,1–1,Alavés,0.4,1.6,Estadio El Sadar,Santiago Jaime
17,2021-01-02,Sat,Villarreal,2–1,Levante,1.6,0.5,Estadio de la Cerámica,Pablo González
17,2021-01-02,Sat,Betis,1–1,Sevilla,2.1,0.2,Estadio Benito Villamarín,Carlos del Cerro
17,2021-01-02,Sat,Getafe,0–1,Valladolid,0.8,1.2,Coliseum Alfonso Pérez,Isidro Díaz de Mera
17,2021-01-02,Sat,Real Madrid,2–0,Celta Vigo,1.0,0.7,Estadio Alfredo Di Stéfano,Ricardo de Burgos
17,2021-01-03,Sun,Athletic Club,1–0,Elche,1.4,0.2,San Mamés,Mario Melero
17,2021-01-03,Sun,Alavés,1–2,Atlético Madrid,0.3,2.2,Estadio de Mendizorroza,Juan Martínez
17,2021-01-03,Sun,Eibar,2–0,Granada,1.9,0.9,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
17,2021-01-03,Sun,Real Sociedad,1–1,Osasuna,0.8,0.8,Estadio Municipal de Anoeta,Valentín Pizarro
17,2021-01-03,Sun,Huesca,0–1,Barcelona,0.8,3.0,Estadio El Alcoraz,Guillermo Cuadra
17,2021-01-04,Mon,Valencia,1–1,Cádiz,0.8,0.8,Estadio de Mestalla,David Medié
2,2021-01-06,Wed,Athletic Club,2–3,Barcelona,0.6,1.6,San Mamés,Carlos del Cerro
18,2021-01-08,Fri,Celta Vigo,0–4,Villarreal,0.4,2.7,Estadio de Balaídos,Daniel Ask
18,2021-01-09,Sat,Sevilla,3–2,Real Sociedad,2.6,0.8,Estadio Ramón Sánchez Pizjuán,Hsu Jason
18,2021-01-09,Sat,Granada,0–4,Barcelona,0.5,0.9,Estadio Nuevo Los Cármenes,Ricardo de Burgos
18,2021-01-09,Sat,Osasuna,0–0,Real Madrid,0.6,0.4,Estadio El Sadar,César Soto
18,2021-01-10,Sun,Levante,2–1,Eibar,1.0,1.1,Estadio Ciudad de Valencia,Daniel Ask
18,2021-01-10,Sun,Cádiz,3–1,Alavés,2.6,0.9,Estadio Ramón de Carranza,José Sánchez
18,2021-01-10,Sun,Valladolid,0–1,Valencia,0.7,1.2,Estadio Municipal José Zorrilla,Guillermo Cuadra
18,2021-01-11,Mon,Elche,1–3,Getafe,1.1,3.1,Estadio Manuel Martínez Valero,José Luis Munuera
18,2021-01-11,Mon,Huesca,0–2,Betis,1.3,2.4,Estadio El Alcoraz,Adrián Cordero
4,2021-01-12,Tue,Granada,2–0,Osasuna,0.8,0.7,Estadio Nuevo Los Cármenes,Pablo González
1,2021-01-12,Tue,Atlético Madrid,2–0,Sevilla,0.4,1.8,Estadio Wanda Metropolitano,Daniel Ask
19,2021-01-19,Tue,Valladolid,2–2,Elche,1.0,0.6,Estadio Municipal José Zorrilla,Santiago Jaime
19,2021-01-19,Tue,Cádiz,2–2,Levante,0.8,1.9,Estadio Ramón de Carranza,Carlos del Cerro
19,2021-01-19,Tue,Alavés,1–2,Sevilla,1.6,1.2,Estadio de Mendizorroza,Isidro Díaz de Mera
19,2021-01-20,Wed,Getafe,1–0,Huesca,0.8,0.8,Coliseum Alfonso Pérez,David Medié
19,2021-01-20,Wed,Betis,2–1,Celta Vigo,0.8,1.1,Estadio Benito Villamarín,Juan Martínez
19,2021-01-20,Wed,Villarreal,2–2,Granada,2.4,0.2,Estadio de la Cerámica,Valentín Pizarro
19,2021-01-21,Thu,Valencia,1–1,Osasuna,0.5,1.6,Estadio de Mestalla,Alejandro Hernández
19,2021-01-21,Thu,Eibar,1–2,Atlético Madrid,1.5,1.2,Estadio Municipal de Ipurúa,Mario Melero
20,2021-01-22,Fri,Levante,2–2,Valladolid,1.0,0.6,Estadio Ciudad de Valencia,José Luis Munuera
20,2021-01-23,Sat,Huesca,0–0,Villarreal,0.2,0.5,Estadio El Alcoraz,Hsu Jason
20,2021-01-23,Sat,Sevilla,3–0,Cádiz,2.3,0.7,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
20,2021-01-23,Sat,Real Sociedad,2–2,Betis,2.2,0.6,Estadio Municipal de Anoeta,César Soto
20,2021-01-23,Sat,Alavés,1–4,Real Madrid,0.7,1.4,Estadio de Mendizorroza,Alejandro Hernández
20,2021-01-24,Sun,Osasuna,3–1,Granada,1.7,0.7,Estadio El Sadar,Daniel Ask
20,2021-01-24,Sun,Elche,0–2,Barcelona,0.5,2.6,Estadio Manuel Martínez Valero,Valentín Pizarro
20,2021-01-24,Sun,Celta Vigo,1–1,Eibar,1.6,0.9,Estadio de Balaídos,Pablo González
20,2021-01-24,Sun,Atlético Madrid,3–1,Valencia,1.8,0.3,Estadio Wanda Metropolitano,Ricardo de Burgos
20,2021-01-25,Mon,Athletic Club,5–1,Getafe,2.0,1.3,San Mamés,Adrián Cordero
21,2021-01-29,Fri,Valladolid,1–3,Huesca,1.8,1.2,Estadio Municipal José Zorrilla,Ricardo de Burgos
21,2021-01-30,Sat,Eibar,0–2,Sevilla,0.9,1.5,Estadio Municipal de Ipurúa,José Sánchez
21,2021-01-30,Sat,Real Madrid,1–2,Levante,1.3,1.8,Estadio Alfredo Di Stéfano,David Medié
21,2021-01-30,Sat,Valencia,1–0,Elche,2.8,0.4,Estadio de Mestalla,Pablo González
21,2021-01-30,Sat,Villarreal,1–1,Real Sociedad,0.2,1.3,Estadio de la Cerámica,Isidro Díaz de Mera
21,2021-01-31,Sun,Getafe,0–0,Alavés,0.4,0.2,Coliseum Alfonso Pérez,Santiago Jaime
21,2021-01-31,Sun,Cádiz,2–4,Atlético Madrid,1.2,1.9,Estadio Ramón de Carranza,Jesús Gil
21,2021-01-31,Sun,Granada,0–0,Celta Vigo,0.3,0.6,Estadio Nuevo Los Cármenes,Carlos del Cerro
21,2021-01-31,Sun,Barcelona,2–1,Athletic Club,1.9,0.3,Camp Nou,Antonio Matéu Lahoz
21,2021-02-01,Mon,Betis,1–0,Osasuna,1.5,1.4,Estadio Benito Villamarín,Hsu Jason
22,2021-02-05,Fri,Alavés,1–0,Valladolid,1.5,0.1,Estadio de Mendizorroza,César Soto
22,2021-02-06,Sat,Levante,2–2,Granada,1.4,1.2,Estadio Ciudad de Valencia,Adrián Cordero
22,2021-02-06,Sat,Huesca,1–2,Real Madrid,1.0,3.4,Estadio El Alcoraz,Daniel Ask
22,2021-02-06,Sat,Elche,2–2,Villarreal,1.3,1.4,Estadio Manuel Martínez Valero,Mario Melero
22,2021-02-06,Sat,Sevilla,3–0,Getafe,2.2,0.2,Estadio Ramón Sánchez Pizjuán,Juan Martínez
22,2021-02-07,Sun,Real Sociedad,4–1,Cádiz,4.6,0.5,Estadio Municipal de Anoeta,Valentín Pizarro
22,2021-02-07,Sun,Athletic Club,1–1,Valencia,1.2,0.9,San Mamés,José Luis Munuera
22,2021-02-07,Sun,Osasuna,2–1,Eibar,1.7,1.2,Estadio El Sadar,Jorge Figueroa
22,2021-02-07,Sun,Betis,2–3,Barcelona,1.8,1.3,Estadio Benito Villamarín,Carlos del Cerro
22,2021-02-08,Mon,Atlético Madrid,2–2,Celta Vigo,1.2,1.5,Estadio Wanda Metropolitano,Guillermo Cuadra
1,2021-02-09,Tue,Real Madrid,2–0,Getafe,1.6,0.1,Estadio Alfredo Di Stéfano,Hsu Jason
23,2021-02-12,Fri,Celta Vigo,3–1,Elche,2.1,1.1,Estadio de Balaídos,Ricardo de Burgos
23,2021-02-13,Sat,Granada,1–2,Atlético Madrid,0.7,0.7,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
23,2021-02-13,Sat,Sevilla,1–0,Huesca,1.5,1.3,Estadio Ramón Sánchez Pizjuán,David Medié
23,2021-02-13,Sat,Eibar,1–1,Valladolid,2.5,1.0,Estadio Municipal de Ipurúa,Isidro Díaz de Mera
23,2021-02-13,Sat,Barcelona,5–1,Alavés,2.4,0.7,Camp Nou,Jorge Figueroa
23,2021-02-14,Sun,Getafe,0–1,Real Sociedad,0.4,1.0,Coliseum Alfonso Pérez,Pablo González
23,2021-02-14,Sun,Real Madrid,2–0,Valencia,0.8,0.1,Estadio Alfredo Di Stéfano,José Sánchez
23,2021-02-14,Sun,Levante,0–1,Osasuna,1.5,0.7,Estadio Ciudad de Valencia,Santiago Jaime
23,2021-02-14,Sun,Villarreal,1–2,Betis,1.3,1.0,Estadio de la Cerámica,Jesús Gil
23,2021-02-15,Mon,Cádiz,0–4,Athletic Club,0.5,2.2,Estadio Ramón de Carranza,Alejandro Hernández
2,2021-02-17,Wed,Levante,1–1,Atlético Madrid,0.6,1.1,Estadio Ciudad de Valencia,José Luis Munuera
24,2021-02-19,Fri,Betis,1–0,Getafe,2.6,0.4,Estadio Benito Villamarín,Daniel Ask
24,2021-02-20,Sat,Elche,1–0,Eibar,0.4,1.8,Estadio Manuel Martínez Valero,Adrián Cordero
24,2021-02-20,Sat,Atlético Madrid,0–2,Levante,2.1,0.8,Estadio Wanda Metropolitano,Mario Melero
24,2021-02-20,Sat,Valencia,2–0,Celta Vigo,1.2,0.7,Estadio de Mestalla,Valentín Pizarro
24,2021-02-20,Sat,Valladolid,0–1,Real Madrid,1.0,0.8,Estadio Municipal José Zorrilla,Guillermo Cuadra
24,2021-02-21,Sun,Barcelona,1–1,Cádiz,2.2,1.4,Camp Nou,Juan Martínez
24,2021-02-21,Sun,Real Sociedad,4–0,Alavés,2.4,0.8,Estadio Municipal de Anoeta,José Luis Munuera
