Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee
26.0,Sat,2023-03-18,14:00,Almería,2.4,1–1,1.4,Cádiz,12183.0,Power Horse Stadium,Carlos del Cerro
26.0,Sat,2023-03-18,16:15,Rayo Vallecano,1.9,2–2,1.8,Girona,12263.0,Estadio del Rayo Vallecano,Pablo González
26.0,Sat,2023-03-18,18:30,Espanyol,1.2,1–3,1.6,Celta Vigo,26231.0,RCDE Stadium,Guillermo Cuadra
26.0,Sat,2023-03-18,21:00,Atlético Madrid,1.9,3–0,1.0,Valencia,58317.0,Estadio Cívitas Metropolitano,José Luis Munuera
26.0,Sun,2023-03-19,14:00,Betis,0.8,1–0,0.2,Mallorca,50402.0,Estadio Benito Villamarín,Valentín Pizarro
26.0,Sun,2023-03-19,16:15,Osasuna,0.9,0–3,1.8,Villarreal,20128.0,Estadio El Sadar,Alejandro Muñíz
26.0,Sun,2023-03-19,16:15,Real Sociedad,2.0,2–0,0.1,Elche,28496.0,Reale Arena,José Sánchez
26.0,Sun,2023-03-19,18:30,Getafe,1.7,2–0,1.0,Sevilla,12253.0,Coliseum Alfonso Pérez,Antonio Matéu
26.0,Sun,2023-03-19,21:00,Barcelona,1.6,2–1,0.5,Real Madrid,95745.0,Camp Nou,Ricardo de Burgos
27.0,Fri,2023-03-31,21:00,Mallorca,0.5,0–0,0.5,Osasuna,14132.0,Iberostar Estadi,Isidro Díaz de Mera
27.0,Sat,2023-04-01,14:00,Girona,1.6,2–1,1.0,Espanyol,12841.0,Estadi Municipal de Montilivi,Miguel Ángel Ortiz Arias
27.0,Sat,2023-04-01,16:15,Athletic Club,0.9,0–0,0.8,Getafe,43782.0,San Mamés,Javier Villanueva
27.0,Sat,2023-04-01,18:30,Cádiz,1.1,0–2,1.1,Sevilla,19181.0,Estadio Nuevo Mirandilla,César Soto
27.0,Sat,2023-04-01,21:00,Elche,0.8,0–4,1.7,Barcelona,28142.0,Estadio Manuel Martínez Valero,Carlos del Cerro
27.0,Sun,2023-04-02,14:00,Celta Vigo,2.0,2–2,1.0,Almería,14011.0,Estadio de Balaídos,Alejandro Hernández
27.0,Sun,2023-04-02,16:15,Real Madrid,4.5,6–0,0.8,Valladolid,59400.0,Estadio Santiago Bernabéu,Juan Pulido
27.0,Sun,2023-04-02,18:30,Villarreal,2.7,2–0,1.0,Real Sociedad,18768.0,Estadio de la Cerámica,Jesús Gil
27.0,Sun,2023-04-02,21:00,Atlético Madrid,1.6,1–0,0.6,Betis,61623.0,Estadio Cívitas Metropolitano,Juan Martínez
27.0,Mon,2023-04-03,21:00,Valencia,2.3,1–1,0.8,Rayo Vallecano,39769.0,Estadio de Mestalla,Jorge Figueroa
28.0,Fri,2023-04-07,21:00,Sevilla,0.4,2–2,0.6,Celta Vigo,30778.0,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
28.0,Sat,2023-04-08,14:00,Osasuna,1.2,2–1,0.7,Elche,16925.0,Estadio El Sadar,Pablo González
28.0,Sat,2023-04-08,16:15,Espanyol,0.9,1–2,2.3,Athletic Club,24903.0,RCDE Stadium,José Luis Munuera
28.0,Sat,2023-04-08,18:30,Real Sociedad,2.1,2–0,0.3,Getafe,27606.0,Reale Arena,Mario Melero
28.0,Sat,2023-04-08,21:00,Real Madrid,2.4,2–3,1.5,Villarreal,57887.0,Estadio Santiago Bernabéu,Hsu Jason
28.0,Sun,2023-04-09,14:00,Valladolid,1.2,3–3,1.8,Mallorca,18010.0,Estadio Municipal José Zorrilla,Alejandro Muñíz
28.0,Sun,2023-04-09,16:15,Betis,1.2,0–2,2.9,Cádiz,51555.0,Estadio Benito Villamarín,Guillermo Cuadra
28.0,Sun,2023-04-09,18:30,Almería,0.9,2–1,1.3,Valencia,14309.0,Power Horse Stadium,José Sánchez
28.0,Sun,2023-04-09,21:00,Rayo Vallecano,0.7,1–2,1.9,Atlético Madrid,13512.0,Estadio del Rayo Vallecano,Ricardo de Burgos
28.0,Mon,2023-04-10,21:00,Barcelona,1.3,0–0,0.6,Girona,78425.0,Camp Nou,Antonio Matéu
29.0,Fri,2023-04-14,21:00,Rayo Vallecano,0.9,2–1,0.6,Osasuna,12726.0,Estadio del Rayo Vallecano,José Luis Munuera
29.0,Sat,2023-04-15,14:00,Villarreal,2.0,1–2,2.2,Valladolid,14876.0,Estadio de la Cerámica,Javier Villanueva
29.0,Sat,2023-04-15,16:15,Athletic Club,0.8,2–0,1.4,Real Sociedad,49287.0,San Mamés,César Soto
29.0,Sat,2023-04-15,18:30,Betis,2.0,3–1,0.8,Espanyol,45313.0,Estadio Benito Villamarín,Alejandro Hernández
29.0,Sat,2023-04-15,21:00,Cádiz,0.7,0–2,3.5,Real Madrid,19833.0,Estadio Nuevo Mirandilla,Jesús Gil
29.0,Sun,2023-04-16,14:00,Girona,1.3,2–0,0.7,Elche,11114.0,Estadi Municipal de Montilivi,Jorge Figueroa
29.0,Sun,2023-04-16,16:15,Getafe,0.5,0–0,1.5,Barcelona,14854.0,Coliseum Alfonso Pérez,Juan Pulido
29.0,Sun,2023-04-16,18:30,Atlético Madrid,2.3,2–1,0.2,Almería,59204.0,Estadio Cívitas Metropolitano,Isidro Díaz de Mera
29.0,Sun,2023-04-16,21:00,Valencia,0.4,0–2,0.4,Sevilla,39654.0,Estadio de Mestalla,Carlos del Cerro
29.0,Mon,2023-04-17,21:00,Celta Vigo,0.8,0–1,1.0,Mallorca,13557.0,Estadio de Balaídos,Miguel Ángel Ortiz Arias
30.0,Fri,2023-04-21,21:00,Espanyol,1.3,0–0,1.4,Cádiz,28512.0,RCDE Stadium,Juan Martínez
30.0,Sat,2023-04-22,14:00,Osasuna,1.5,3–2,2.0,Betis,19723.0,Estadio El Sadar,Hsu Jason
30.0,Sat,2023-04-22,16:15,Almería,0.8,1–2,1.7,Athletic Club,13271.0,Power Horse Stadium,Valentín Pizarro
30.0,Sat,2023-04-22,18:30,Valladolid,1.1,1–0,1.0,Girona,21033.0,Estadio Municipal José Zorrilla,Mario Melero
30.0,Sat,2023-04-22,18:30,Real Sociedad,0.6,2–1,0.5,Rayo Vallecano,32054.0,Reale Arena,Alejandro Muñíz
30.0,Sat,2023-04-22,21:00,Real Madrid,1.5,2–0,0.9,Celta Vigo,60386.0,Estadio Santiago Bernabéu,Antonio Matéu
30.0,Sun,2023-04-23,14:00,Elche,0.6,0–2,1.0,Valencia,22129.0,Estadio Manuel Martínez Valero,Guillermo Cuadra
30.0,Sun,2023-04-23,16:15,Barcelona,1.8,1–0,1.3,Atlético Madrid,80965.0,Camp Nou,José Sánchez
30.0,Sun,2023-04-23,18:30,Mallorca,1.5,3–1,0.1,Getafe,15687.0,Iberostar Estadi,Pablo González
30.0,Sun,2023-04-23,21:00,Sevilla,0.9,2–1,2.2,Villarreal,29635.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
31.0,Tue,2023-04-25,19:30,Girona,2.3,4–2,1.8,Real Madrid,13306.0,Estadi Municipal de Montilivi,Javier Villanueva
31.0,Tue,2023-04-25,19:30,Cádiz,1.4,0–1,1.0,Osasuna,18008.0,Estadio Nuevo Mirandilla,Carlos del Cerro
31.0,Tue,2023-04-25,22:00,Betis,1.0,0–0,0.9,Real Sociedad,42294.0,Estadio Benito Villamarín,Juan Martínez
31.0,Wed,2023-04-26,19:30,Getafe,1.6,1–2,1.9,Almería,10260.0,Coliseum Alfonso Pérez,Hsu Jason
31.0,Wed,2023-04-26,19:30,Atlético Madrid,2.7,3–1,0.9,Mallorca,58523.0,Estadio Cívitas Metropolitano,Juan Pulido
31.0,Wed,2023-04-26,22:00,Rayo Vallecano,0.7,2–1,0.9,Barcelona,13657.0,Estadio del Rayo Vallecano,Jesús Gil
31.0,Wed,2023-04-26,22:00,Celta Vigo,1.3,1–0,1.1,Elche,11649.0,Estadio de Balaídos,Isidro Díaz de Mera
31.0,Thu,2023-04-27,19:30,Valencia,0.9,2–1,0.9,Valladolid,42023.0,Estadio de Mestalla,José Luis Munuera
31.0,Thu,2023-04-27,19:30,Villarreal,3.7,4–2,0.9,Espanyol,16134.0,Estadio de la Cerámica,César Soto
31.0,Thu,2023-04-27,22:00,Athletic Club,0.3,0–1,1.0,Sevilla,42716.0,San Mamés,Alejandro Hernández
32.0,Fri,2023-04-28,21:00,Osasuna,1.4,0–2,1.4,Real Sociedad,21570.0,Estadio El Sadar,Valentín Pizarro
32.0,Sat,2023-04-29,16:15,Elche,2.8,4–0,0.8,Rayo Vallecano,11259.0,Estadio Manuel Martínez Valero,Mario Melero
32.0,Sat,2023-04-29,18:30,Real Madrid,2.8,4–2,1.3,Almería,58036.0,Estadio Santiago Bernabéu,Guillermo Cuadra
32.0,Sat,2023-04-29,21:00,Barcelona,3.0,4–0,0.2,Betis,88530.0,Camp Nou,Carlos del Cerro
32.0,Sun,2023-04-30,14:00,Cádiz,1.8,2–1,1.3,Valencia,18650.0,Estadio Nuevo Mirandilla,Ricardo de Burgos
32.0,Sun,2023-04-30,16:15,Villarreal,2.4,3–1,0.9,Celta Vigo,16123.0,Estadio de la Cerámica,Pablo González
32.0,Sun,2023-04-30,18:30,Espanyol,2.4,1–0,0.5,Getafe,26953.0,RCDE Stadium,José Sánchez
32.0,Sun,2023-04-30,21:00,Valladolid,1.8,2–5,2.0,Atlético Madrid,23321.0,Estadio Municipal José Zorrilla,Antonio Matéu
32.0,Mon,2023-05-01,19:00,Mallorca,0.9,1–1,1.7,Athletic Club,16807.0,Iberostar Estadi,Jorge Figueroa
32.0,Mon,2023-05-01,21:00,Sevilla,2.2,0–2,0.8,Girona,35560.0,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz
33.0,Tue,2023-05-02,19:30,Almería,1.7,2–1,1.0,Elche,13352.0,Power Horse Stadium,Alejandro Hernández
33.0,Tue,2023-05-02,19:30,Barcelona,2.8,1–0,0.4,Osasuna,76061.0,Camp Nou,Javier Villanueva
33.0,Tue,2023-05-02,22:00,Real Sociedad,1.9,2–0,0.8,Real Madrid,35314.0,Reale Arena,Juan Pulido
33.0,Wed,2023-05-03,19:30,Valencia,1.2,1–1,0.7,Villarreal,43634.0,Estadio de Mestalla,Jesús Gil
33.0,Wed,2023-05-03,22:00,Getafe,2.7,1–0,0.3,Celta Vigo,11022.0,Coliseum Alfonso Pérez,Guillermo Cuadra
33.0,Wed,2023-05-03,22:00,Atlético Madrid,3.0,5–1,0.0,Cádiz,42023.0,Estadio Cívitas Metropolitano,César Soto
33.0,Thu,2023-05-04,19:30,Girona,1.7,2–1,1.4,Mallorca,11767.0,Estadi Municipal de Montilivi,Juan Martínez
33.0,Thu,2023-05-04,19:30,Sevilla,2.6,3–2,1.0,Espanyol,35391.0,Estadio Ramón Sánchez Pizjuán,Hsu Jason
33.0,Thu,2023-05-04,22:00,Rayo Vallecano,1.4,2–1,0.6,Valladolid,11171.0,Estadio del Rayo Vallecano,Isidro Díaz de Mera
33.0,Thu,2023-05-04,22:00,Athletic Club,1.6,0–1,1.2,Betis,43116.0,San Mamés,Miguel Ángel Ortiz Arias
34.0,Fri,2023-05-12,21:00,Mallorca,1.2,1–0,0.7,Cádiz,15377.0,Iberostar Estadi,José Sánchez
34.0,Sat,2023-05-13,14:00,Real Sociedad,2.7,2–2,1.2,Girona,30027.0,Reale Arena,Jorge Figueroa
34.0,Sat,2023-05-13,16:15,Osasuna,1.9,3–1,0.5,Almería,19747.0,Estadio El Sadar,Antonio Matéu
34.0,Sat,2023-05-13,18:30,Villarreal,3.2,5–1,3.1,Athletic Club,16871.0,Estadio de la Cerámica,Carlos del Cerro
34.0,Sat,2023-05-13,21:00,Real Madrid,0.9,1–0,0.7,Getafe,52201.0,Estadio Santiago Bernabéu,Juan Martínez
34.0,Sun,2023-05-14,14:00,Celta Vigo,0.7,1–2,1.2,Valencia,14517.0,Estadio de Balaídos,César Soto
34.0,Sun,2023-05-14,16:15,Elche,1.4,1–0,1.5,Atlético Madrid,22174.0,Estadio Manuel Martínez Valero,Alejandro Muñíz
34.0,Sun,2023-05-14,18:30,Valladolid,2.0,0–3,2.5,Sevilla,21580.0,Estadio Municipal José Zorrilla,Miguel Ángel Ortiz Arias
34.0,Sun,2023-05-14,21:00,Espanyol,2.7,2–4,3.1,Barcelona,27360.0,RCDE Stadium,Ricardo de Burgos
34.0,Mon,2023-05-15,21:00,Betis,1.5,3–1,1.3,Rayo Vallecano,48143.0,Estadio Benito Villamarín,Juan Pulido
35.0,Fri,2023-05-19,21:00,Cádiz,2.2,2–0,0.7,Valladolid,18938.0,Estadio Nuevo Mirandilla,Juan Martínez
35.0,Sat,2023-05-20,14:00,Girona,1.2,1–2,1.9,Villarreal,11649.0,Estadi Municipal de Montilivi,Valentín Pizarro
35.0,Sat,2023-05-20,16:15,Athletic Club,1.0,2–1,0.5,Celta Vigo,40759.0,San Mamés,Mario Melero
35.0,Sat,2023-05-20,18:30,Getafe,1.5,1–1,1.1,Elche,13927.0,Coliseum Alfonso Pérez,Javier Villanueva
35.0,Sat,2023-05-20,18:30,Almería,1.8,3–0,0.8,Mallorca,12791.0,Power Horse Stadium,Carlos del Cerro
35.0,Sat,2023-05-20,21:00,Barcelona,1.5,1–2,2.0,Real Sociedad,88049.0,Camp Nou,Hsu Jason
35.0,Sun,2023-05-21,14:00,Rayo Vallecano,2.0,1–2,1.6,Espanyol,12142.0,Estadio del Rayo Vallecano,Alejandro Hernández
35.0,Sun,2023-05-21,16:15,Atlético Madrid,1.9,3–0,0.8,Osasuna,57012.0,Estadio Cívitas Metropolitano,Pablo González
35.0,Sun,2023-05-21,18:30,Valencia,1.0,1–0,1.4,Real Madrid,46002.0,Estadio de Mestalla,Ricardo de Burgos
35.0,Sun,2023-05-21,21:00,Sevilla,1.1,0–0,0.1,Betis,41392.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil
36.0,Tue,2023-05-23,19:30,Celta Vigo,1.2,1–1,1.2,Girona,14117.0,Estadio de Balaídos,Antonio Matéu
36.0,Tue,2023-05-23,19:30,Real Sociedad,1.9,1–0,0.1,Almería,31574.0,Reale Arena,Pablo González
36.0,Tue,2023-05-23,22:00,Valladolid,2.3,3–1,1.7,Barcelona,22341.0,Estadio Municipal José Zorrilla,César Soto
36.0,Wed,2023-05-24,19:30,Elche,1.5,1–1,0.7,Sevilla,13263.0,Estadio Manuel Martínez Valero,Isidro Díaz de Mera
36.0,Wed,2023-05-24,19:30,Real Madrid,1.3,2–1,0.7,Rayo Vallecano,45811.0,Estadio Santiago Bernabéu,Jesús Gil
36.0,Wed,2023-05-24,19:30,Villarreal,2.4,2–0,1.7,Cádiz,15099.0,Estadio de la Cerámica,Juan Pulido
36.0,Wed,2023-05-24,22:00,Espanyol,3.0,3–3,2.3,Atlético Madrid,25822.0,RCDE Stadium,Mario Melero
36.0,Wed,2023-05-24,22:00,Betis,1.2,0–1,0.5,Getafe,40289.0,Estadio Benito Villamarín,Ricardo de Burgos
36.0,Thu,2023-05-25,19:30,Mallorca,0.5,1–0,1.9,Valencia,14631.0,Iberostar Estadi,Alejandro Hernández
36.0,Thu,2023-05-25,21:30,Osasuna,0.8,2–0,0.8,Athletic Club,19830.0,Estadio El Sadar,Alejandro Muñíz
37.0,Sat,2023-05-27,19:00,Sevilla,1.2,1–2,0.8,Real Madrid,29856.0,Estadio Ramón Sánchez Pizjuán,César Soto
37.0,Sun,2023-05-28,19:00,Valencia,2.6,2–2,1.2,Espanyol,44141.0,Estadio de Mestalla,Jesús Gil
37.0,Sun,2023-05-28,19:00,Athletic Club,2.4,0–1,0.9,Elche,37807.0,San Mamés,Valentín Pizarro
37.0,Sun,2023-05-28,19:00,Girona,1.0,1–2,2.5,Betis,12833.0,Estadi Municipal de Montilivi,Isidro Díaz de Mera
37.0,Sun,2023-05-28,19:00,Rayo Vallecano,1.4,2–1,0.4,Villarreal,11085.0,Estadio del Rayo Vallecano,Javier Villanueva
37.0,Sun,2023-05-28,19:00,Almería,1.7,0–0,0.5,Valladolid,14608.0,Power Horse Stadium,Hsu Jason
37.0,Sun,2023-05-28,19:00,Atlético Madrid,0.7,2–1,1.2,Real Sociedad,56169.0,Estadio Cívitas Metropolitano,Juan Pulido
37.0,Sun,2023-05-28,19:00,Cádiz,1.7,1–0,0.6,Celta Vigo,19725.0,Estadio Nuevo Mirandilla,Ricardo de Burgos
37.0,Sun,2023-05-28,19:00,Barcelona,3.6,3–0,0.1,Mallorca,88775.0,Camp Nou,Jorge Figueroa
37.0,Sun,2023-05-28,19:00,Getafe,2.5,2–1,0.5,Osasuna,13510.0,Coliseum Alfonso Pérez,Antonio Matéu
38.0,Sun,2023-06-04,18:30,Villarreal,1.6,2–2,1.8,Atlético Madrid,18226.0,Estadio de la Cerámica,Ricardo de Burgos
38.0,Sun,2023-06-04,18:30,Real Sociedad,1.8,2–1,0.4,Sevilla,35065.0,Reale Arena,Carlos del Cerro
38.0,Sun,2023-06-04,18:30,Real Madrid,1.8,1–1,2.3,Athletic Club,60781.0,Estadio Santiago Bernabéu,Isidro Díaz de Mera
38.0,Sun,2023-06-04,18:30,Osasuna,1.8,2–1,0.9,Girona,22128.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
38.0,Sun,2023-06-04,18:30,Mallorca,2.2,3–0,1.1,Rayo Vallecano,14521.0,Iberostar Estadi,Antonio Matéu
38.0,Sun,2023-06-04,21:00,Valladolid,0.9,0–0,0.5,Getafe,25517.0,Estadio Municipal José Zorrilla,José Luis Munuera
38.0,Sun,2023-06-04,21:00,Betis,0.6,1–1,1.2,Valencia,54087.0,Estadio Benito Villamarín,Hsu Jason
38.0,Sun,2023-06-04,21:00,Elche,1.6,1–1,2.5,Cádiz,16585.0,Estadio Manuel Martínez Valero,Jesús Gil
38.0,Sun,2023-06-04,21:00,Celta Vigo,0.7,2–1,1.2,Barcelona,23365.0,Estadio de Balaídos,Juan Pulido
38.0,Sun,2023-06-04,21:00,Espanyol,0.6,3–3,1.8,Almería,14213.0,RCDE Stadium,César Soto
1.0,Fri,2023-08-11,19:30,Almería,1.4,0–2,2.1,Rayo Vallecano,14837.0,Power Horse Stadium,Javier Alberola
1.0,Fri,2023-08-11,22:00,Sevilla,0.7,1–2,1.1,Valencia,34184.0,Estadio Ramón Sánchez Pizjuán,José Sánchez
1.0,Sat,2023-08-12,17:00,Real Sociedad,1.0,1–1,0.8,Girona,30848.0,Reale Arena,Francisco Hernández
1.0,Sat,2023-08-12,18:30,Las Palmas,0.9,1–1,1.6,Mallorca,24100.0,Estadio de Gran Canaria,Víctor García
1.0,Sat,2023-08-12,21:30,Athletic Club,0.4,0–2,0.9,Real Madrid,48927.0,San Mamés,Jesús Gil
1.0,Sun,2023-08-13,17:00,Celta Vigo,1.0,0–2,1.0,Osasuna,20269.0,Estadio Abanca Balaídos,Pablo González
1.0,Sun,2023-08-13,19:30,Villarreal,0.9,1–2,1.1,Betis,17825.0,Estadio de la Cerámica,Miguel Ángel Ortiz Arias
1.0,Sun,2023-08-13,21:30,Getafe,0.6,0–0,1.4,Barcelona,13410.0,Coliseum Alfonso Pérez,César Soto
1.0,Mon,2023-08-14,19:30,Cádiz,0.7,1–0,0.3,Alavés,19306.0,Estadio Nuevo Mirandilla,Isidro Díaz de Mera
1.0,Mon,2023-08-14,21:30,Atlético Madrid,2.4,3–1,0.9,Granada,56164.0,Estadio Cívitas Metropolitano,Juan Pulido
2.0,Fri,2023-08-18,19:30,Mallorca,0.4,0–1,1.8,Villarreal,17775.0,Estadi Mallorca Son Moix,Javier Alberola
2.0,Fri,2023-08-18,21:30,Valencia,1.5,1–0,0.5,Las Palmas,41053.0,Estadio de Mestalla,Javier Villanueva
2.0,Sat,2023-08-19,17:00,Real Sociedad,0.7,1–1,1.0,Celta Vigo,30354.0,Reale Arena,Miguel Ángel Ortiz Arias
2.0,Sat,2023-08-19,19:30,Almería,1.3,1–3,2.0,Real Madrid,17561.0,Power Horse Stadium,José Sánchez
2.0,Sat,2023-08-19,21:30,Osasuna,1.3,0–2,1.5,Athletic Club,20704.0,Estadio El Sadar,José Luis Munuera
2.0,Sun,2023-08-20,19:00,Girona,1.4,3–0,0.7,Getafe,11784.0,Estadi Municipal de Montilivi,Jorge Figueroa
2.0,Sun,2023-08-20,19:30,Barcelona,3.4,2–0,1.1,Cádiz,39603.0,Estadi Olímpic Lluís Companys,Alejandro Muñíz
2.0,Sun,2023-08-20,21:30,Betis,0.7,0–0,0.5,Atlético Madrid,51782.0,Estadio Benito Villamarín,Ricardo de Burgos
2.0,Mon,2023-08-21,19:00,Alavés,1.8,4–3,0.6,Sevilla,15308.0,Estadio de Mendizorroza,Guillermo Cuadra
2.0,Mon,2023-08-21,21:30,Granada,1.2,0–2,2.1,Rayo Vallecano,17338.0,Estadio Nuevo Los Cármenes,Pablo González
3.0,Fri,2023-08-25,18:30,Las Palmas,0.9,0–0,1.0,Real Sociedad,25335.0,Estadio de Gran Canaria,Guillermo Cuadra
3.0,Fri,2023-08-25,21:30,Celta Vigo,1.2,0–1,1.4,Real Madrid,23057.0,Estadio Abanca Balaídos,Isidro Díaz de Mera
3.0,Sat,2023-08-26,19:00,Cádiz,1.6,1–1,0.3,Almería,18653.0,Estadio Nuevo Mirandilla,Víctor García
3.0,Sat,2023-08-26,19:30,Granada,1.4,3–2,2.6,Mallorca,16368.0,Estadio Nuevo Los Cármenes,Francisco Hernández
3.0,Sat,2023-08-26,21:30,Sevilla,1.7,1–2,1.7,Girona,29304.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil
3.0,Sun,2023-08-27,17:30,Villarreal,1.9,3–4,3.1,Barcelona,21679.0,Estadio de la Cerámica,Alejandro Hernández
3.0,Sun,2023-08-27,19:30,Valencia,1.7,1–2,1.2,Osasuna,42474.0,Estadio de Mestalla,Juan Pulido
3.0,Sun,2023-08-27,21:30,Athletic Club,2.9,4–2,0.4,Betis,44340.0,San Mamés,César Soto
3.0,Mon,2023-08-28,19:30,Getafe,2.2,1–0,0.7,Alavés,11023.0,Coliseum Alfonso Pérez,Juan Martínez
3.0,Mon,2023-08-28,21:30,Rayo Vallecano,0.6,0–7,3.4,Atlético Madrid,13966.0,Estadio del Rayo Vallecano,José Luis Munuera
4.0,Fri,2023-09-01,19:30,Cádiz,2.1,3–1,0.3,Villarreal,18557.0,Estadio Nuevo Mirandilla,Juan Pulido
4.0,Fri,2023-09-01,22:00,Almería,3.0,2–3,1.5,Celta Vigo,14196.0,Power Horse Stadium,Ricardo de Burgos
4.0,Sat,2023-09-02,14:00,Real Sociedad,2.3,5–3,0.8,Granada,27808.0,Reale Arena,Javier Villanueva
4.0,Sat,2023-09-02,16:15,Real Madrid,2.8,2–1,0.4,Getafe,66747.0,Estadio Santiago Bernabéu,Mario Melero
4.0,Sat,2023-09-02,18:30,Alavés,1.3,1–0,0.8,Valencia,16641.0,Estadio de Mendizorroza,Pablo González
4.0,Sat,2023-09-02,21:00,Betis,1.0,1–0,1.5,Rayo Vallecano,50619.0,Estadio Benito Villamarín,Alejandro Muñíz
4.0,Sun,2023-09-03,14:00,Girona,1.0,1–0,1.1,Las Palmas,11619.0,Estadi Municipal de Montilivi,Mateo Busquets
4.0,Sun,2023-09-03,16:15,Mallorca,0.4,0–0,0.6,Athletic Club,17043.0,Estadi Mallorca Son Moix,Jorge Figueroa
4.0,Sun,2023-09-03,21:00,Osasuna,0.8,1–2,2.0,Barcelona,21966.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
5.0,Fri,2023-09-15,21:00,Rayo Vallecano,2.6,2–0,0.7,Alavés,12116.0,Estadio del Rayo Vallecano,Víctor García
5.0,Sat,2023-09-16,14:00,Athletic Club,2.9,3–0,0.3,Cádiz,42881.0,San Mamés,Guillermo Cuadra
5.0,Sat,2023-09-16,16:15,Valencia,1.3,3–0,0.6,Atlético Madrid,45363.0,Estadio de Mestalla,Jesús Gil
5.0,Sat,2023-09-16,18:30,Celta Vigo,1.3,0–1,0.8,Mallorca,18693.0,Estadio Abanca Balaídos,José Luis Munuera
5.0,Sat,2023-09-16,21:00,Barcelona,2.4,5–0,0.8,Betis,45055.0,Estadi Olímpic Lluís Companys,José Sánchez
5.0,Sun,2023-09-17,14:00,Getafe,0.5,3–2,1.1,Osasuna,9808.0,Coliseum Alfonso Pérez,Alejandro Hernández
5.0,Sun,2023-09-17,16:15,Villarreal,0.9,2–1,1.5,Almería,18467.0,Estadio de la Cerámica,Francisco Hernández
5.0,Sun,2023-09-17,18:30,Sevilla,1.7,1–0,1.0,Las Palmas,40578.0,Estadio Ramón Sánchez Pizjuán,Juan Martínez
5.0,Sun,2023-09-17,21:00,Real Madrid,2.0,2–1,1.6,Real Sociedad,70092.0,Estadio Santiago Bernabéu,César Soto
5.0,Mon,2023-09-18,21:00,Granada,1.6,2–4,2.8,Girona,17323.0,Estadio Nuevo Los Cármenes,Isidro Díaz de Mera
6.0,Fri,2023-09-22,21:00,Alavés,1.1,0–2,1.7,Athletic Club,19421.0,Estadio de Mendizorroza,Alejandro Muñíz
6.0,Sat,2023-09-23,14:00,Girona,3.2,5–3,1.8,Mallorca,11511.0,Estadi Municipal de Montilivi,Pablo González
6.0,Sat,2023-09-23,16:15,Osasuna,1.4,0–0,0.8,Sevilla,19670.0,Estadio El Sadar,Javier Villanueva
6.0,Sat,2023-09-23,18:30,Barcelona,1.6,3–2,1.5,Celta Vigo,43272.0,Estadi Olímpic Lluís Companys,Mario Melero
6.0,Sat,2023-09-23,21:00,Almería,2.6,2–2,0.8,Valencia,14266.0,Power Horse Stadium,Mateo Busquets
6.0,Sun,2023-09-24,14:00,Real Sociedad,2.0,4–3,1.4,Getafe,29568.0,Reale Arena,Juan Pulido
6.0,Sun,2023-09-24,16:15,Rayo Vallecano,1.2,1–1,1.6,Villarreal,12865.0,Estadio del Rayo Vallecano,Jorge Figueroa
6.0,Sun,2023-09-24,17:30,Las Palmas,0.6,1–0,0.0,Granada,24848.0,Estadio de Gran Canaria,Ricardo de Burgos
6.0,Sun,2023-09-24,18:30,Betis,1.8,1–1,0.2,Cádiz,56087.0,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias
6.0,Sun,2023-09-24,21:00,Atlético Madrid,1.4,3–1,1.0,Real Madrid,69082.0,Estadio Cívitas Metropolitano,Javier Alberola
7.0,Tue,2023-09-26,19:00,Sevilla,2.2,5–1,1.8,Almería,35729.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
7.0,Tue,2023-09-26,21:30,Mallorca,0.8,2–2,1.9,Barcelona,19939.0,Estadi Mallorca Son Moix,Alejandro Muñíz
7.0,Wed,2023-09-27,19:00,Athletic Club,0.7,2–2,1.4,Getafe,43091.0,San Mamés,Isidro Díaz de Mera
7.0,Wed,2023-09-27,19:00,Real Madrid,1.7,2–0,0.7,Las Palmas,65017.0,Estadio Santiago Bernabéu,José Luis Munuera
7.0,Wed,2023-09-27,19:00,Villarreal,1.8,1–2,2.1,Girona,17188.0,Estadio de la Cerámica,José Sánchez
7.0,Wed,2023-09-27,21:30,Cádiz,0.6,0–0,0.3,Rayo Vallecano,18505.0,Estadio Nuevo Mirandilla,Francisco Hernández
7.0,Wed,2023-09-27,21:30,Valencia,0.4,0–1,0.2,Real Sociedad,44200.0,Estadio de Mestalla,Alejandro Hernández
7.0,Thu,2023-09-28,19:00,Celta Vigo,0.6,1–1,2.6,Alavés,16852.0,Estadio Abanca Balaídos,César Soto
7.0,Thu,2023-09-28,19:00,Granada,1.8,1–1,0.9,Betis,18936.0,Estadio Nuevo Los Cármenes,Víctor García
7.0,Thu,2023-09-28,21:30,Osasuna,1.0,0–2,1.5,Atlético Madrid,20192.0,Estadio El Sadar,Juan Martínez
